app_id,title,section_id,section_text,generated_answer,nli_score,nli_raw
1595380,The Durka: You will (not) die,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"This game contains elements of the following concept: cloudy spots, mysterious person, pineapple, Thousand tons of apologies, Sweet reward, Tasty morsel, Acceleration wizard, Who are you?, Modifier, About This Game Story, and Key Features.",1.35,"[{'label': 'neutral', 'score': 0.9206891655921936}, {'label': 'contradiction', 'score': 0.06582248210906982}, {'label': 'entailment', 'score': 0.01348832342773676}]"
1595380,The Durka: You will (not) die,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,This game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,99.52,"[{'label': 'entailment', 'score': 0.9952431321144104}, {'label': 'neutral', 'score': 0.003427559044212103}, {'label': 'contradiction', 'score': 0.001329275663010776}]"
1595380,The Durka: You will (not) die,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.",This game contains elements of the following concept: The Durka: You will not die.,0.02,"[{'label': 'neutral', 'score': 0.985550045967102}, {'label': 'contradiction', 'score': 0.014229066669940948}, {'label': 'entailment', 'score': 0.00022081282804720104}]"
1595380,The Durka: You will (not) die,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,This game contains elements of the following concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,99.71,"[{'label': 'entailment', 'score': 0.9970683455467224}, {'label': 'neutral', 'score': 0.002240227535367012}, {'label': 'contradiction', 'score': 0.0006913985125720501}]"
875400,Blackout: The Darkest Night,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"Title: Blackout

Concept: A man wakes up in a dark street, with no memory of what happened. The game is set in a dark modern universe, influenced by White Wolf's World of Darkness, H.P. Lovecraft, and weird shows like Twin Peaks. The player has three attributes that will change during the game: Courage,",6.13,"[{'label': 'contradiction', 'score': 0.8850342035293579}, {'label': 'entailment', 'score': 0.061255212873220444}, {'label': 'neutral', 'score': 0.05371065437793732}]"
875400,Blackout: The Darkest Night,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"The game is a non-linear interactive fiction game set in a dark modern universe, influenced by White Wolf’s World of Darkness, H.P. Lovecraft and weird shows like Twin Peaks. The game has 10 different locations (or chapters) that you can visit, and the order will vary depending on your choices. The game has 11 chapters,",0.31,"[{'label': 'neutral', 'score': 0.976284921169281}, {'label': 'contradiction', 'score': 0.020578762516379356}, {'label': 'entailment', 'score': 0.003136280458420515}]"
875400,Blackout: The Darkest Night,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Title: Blackout

Game: Blackout

Concept: The game is set in a dark modern universe, influenced by White Wolf’s World of Darkness, H.P. Lovecraft and weird shows like Twin Peaks. The player has 3 attributes that will change during the game: Courage, Sanity, and Fitness. The game is",0.09,"[{'label': 'neutral', 'score': 0.9901812076568604}, {'label': 'contradiction', 'score': 0.008872282691299915}, {'label': 'entailment', 'score': 0.0009465866023674607}]"
875400,Blackout: The Darkest Night,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"The game is a non-linear interactive fiction game set in a dark modern universe, influenced by White Wolf’s World of Darkness, H.P. Lovecraft and weird shows like Twin Peaks. The game has 10 different locations (or chapters) that you can visit, and the order will vary depending on your choices. The game has 11 chapters,",0.38,"[{'label': 'neutral', 'score': 0.9407581686973572}, {'label': 'contradiction', 'score': 0.055453505367040634}, {'label': 'entailment', 'score': 0.0037883473560214043}]"
1552240,"Lux, City of Secrets",krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"The game should have a clear and concise title, a brief description of the concept, and a list of the game's elements. The elements should be listed in a logical order, with each element being described in detail. The game should have a clear and engaging style, with a mix of dialogue, action, and puzzles. The game should be designed to be accessible to players",0.04,"[{'label': 'neutral', 'score': 0.9983431100845337}, {'label': 'contradiction', 'score': 0.001260406686924398}, {'label': 'entailment', 'score': 0.00039645726792514324}]"
1552240,"Lux, City of Secrets",krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"The game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process. The game is designed to be interactive and engaging, with a variety of challenges and puzzles to solve. The game is set in a fictional town, with a",16.25,"[{'label': 'neutral', 'score': 0.8368448615074158}, {'label': 'entailment', 'score': 0.16250327229499817}, {'label': 'contradiction', 'score': 0.0006518391310237348}]"
1552240,"Lux, City of Secrets",krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","The game should have a clear and concise title, a brief description of the concept, and a list of the game's main elements. The game should also include a brief explanation of the game's genre, such as a mystery or adventure. The game should have a clear and concise title, a brief description of the concept, and a list of the game's main elements",0.01,"[{'label': 'neutral', 'score': 0.9981281161308289}, {'label': 'contradiction', 'score': 0.001757404999807477}, {'label': 'entailment', 'score': 0.00011444205301813781}]"
1552240,"Lux, City of Secrets",krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,The game contains elements of the following concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,99.69,"[{'label': 'entailment', 'score': 0.9969229102134705}, {'label': 'neutral', 'score': 0.0024541120510548353}, {'label': 'contradiction', 'score': 0.0006229781429283321}]"
1272160,The Life and Suffering of Sir Brante,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,The game will ask you to choose one of the concepts and then provide a brief explanation of how it relates to the game. The game will then prompt you to choose one of the options and provide a brief explanation of how it relates to the game. The game will then provide a brief explanation of how the concept relates to the game.,0.15,"[{'label': 'neutral', 'score': 0.9929163455963135}, {'label': 'contradiction', 'score': 0.005574522074311972}, {'label': 'entailment', 'score': 0.0015091764507815242}]"
1272160,The Life and Suffering of Sir Brante,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"The game should have a clear and concise summary of the game's concept, including the elements that make it unique. The summary should be written in a clear and engaging style that captures the reader's attention and makes them want to play the game.",0.11,"[{'label': 'neutral', 'score': 0.997199535369873}, {'label': 'contradiction', 'score': 0.0017169746570289135}, {'label': 'entailment', 'score': 0.0010834680870175362}]"
1272160,The Life and Suffering of Sir Brante,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","The game should have a clear and concise description of the concept, with a brief explanation of the contradictory details. The game should also include a brief explanation of the game's setting, characters, and plot.",0.01,"[{'label': 'neutral', 'score': 0.9991050362586975}, {'label': 'contradiction', 'score': 0.0007615783833898604}, {'label': 'entailment', 'score': 0.00013340794248506427}]"
1272160,The Life and Suffering of Sir Brante,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"The game should have a clear and concise explanation of the concept, with a brief explanation of the game's theme and the concept's significance. The game should also include a brief explanation of the game's mechanics, such as the game's rules, scoring system, and gameplay. The game should also include a brief explanation of the game's difficulty level, with a",0.4,"[{'label': 'neutral', 'score': 0.9927211403846741}, {'label': 'entailment', 'score': 0.003964988514780998}, {'label': 'contradiction', 'score': 0.0033137912396341562}]"
1308760,Mesmer,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"The game contains elements of the following concept: The game is a social survival game where every encounter matters. The stakes are high, and the dangers are many. The game is a unique social survival game where every encounter matters. The game is a unique social survival game where every encounter matters. The game is a unique social survival game where every encounter matters. The game is",25.79,"[{'label': 'neutral', 'score': 0.5712464451789856}, {'label': 'entailment', 'score': 0.2579168975353241}, {'label': 'contradiction', 'score': 0.17083659768104553}]"
1308760,Mesmer,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,The game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,99.47,"[{'label': 'entailment', 'score': 0.994743824005127}, {'label': 'neutral', 'score': 0.0037971839774399996}, {'label': 'contradiction', 'score': 0.0014590108767151833}]"
1308760,Mesmer,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Example: The King has failed his people.

Game: The King's Dilemma: Decide how to balance the King's needs with the needs of the people | The King's Dilemma: Decide how to balance the",0.03,"[{'label': 'neutral', 'score': 0.9947372078895569}, {'label': 'contradiction', 'score': 0.004959178157150745}, {'label': 'entailment', 'score': 0.00030358158983290195}]"
1308760,Mesmer,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,The game contains elements of the following concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,99.69,"[{'label': 'entailment', 'score': 0.9969229102134705}, {'label': 'neutral', 'score': 0.0024541120510548353}, {'label': 'contradiction', 'score': 0.0006229781429283321}]"
972770,Thousand Threads,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"This game has elements of the following concepts: cloudy spots, indeterminate passages, and actively making connections between the elements of a narrative.",16.56,"[{'label': 'neutral', 'score': 0.8292139172554016}, {'label': 'entailment', 'score': 0.16563409566879272}, {'label': 'contradiction', 'score': 0.005152006167918444}]"
972770,Thousand Threads,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,This game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,99.52,"[{'label': 'entailment', 'score': 0.9952431321144104}, {'label': 'neutral', 'score': 0.003427559044212103}, {'label': 'contradiction', 'score': 0.001329275663010776}]"
972770,Thousand Threads,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","This game has elements of the following concepts:

1. Example: Karl Rossmann flees from a policeman.

Game: Gatherer: Take one plant or fungus.

Neither Snow Nor Rain Nor Heat Nor Gloom: Get the mailbag.

Work: Complete a job.

Amateur Archaeologist: Find an Artifact.",0.06,"[{'label': 'neutral', 'score': 0.9949054718017578}, {'label': 'contradiction', 'score': 0.004465727135539055}, {'label': 'entailment', 'score': 0.0006288280128501356}]"
972770,Thousand Threads,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,This game has elements of the following concepts: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context. The game has elements of the following concepts: Gatherer: Take one plant or fungus. Neither Snow Nor Rain Nor Heat Nor,99.35,"[{'label': 'entailment', 'score': 0.9934572577476501}, {'label': 'neutral', 'score': 0.005169698968529701}, {'label': 'contradiction', 'score': 0.0013731186045333743}]"
739130,The Executioner,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"The Executioner is a dark and unsettling game that invites players to take on the role of a man who must seek a signed confession from those he is about to put to death. The game is set in a world filled with moral ambiguity, with the threat of revolution on the cards. The game is predominantly text-based, with a focus on investigation, expl",0.36,"[{'label': 'neutral', 'score': 0.9944135546684265}, {'label': 'entailment', 'score': 0.003602883778512478}, {'label': 'contradiction', 'score': 0.0019835554994642735}]"
739130,The Executioner,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"The Executioner is a dark and unsettling game that invites players to take on the role of a man who tortures people for a living while trying to retain his own sanity. The game is set in a world filled with moral ambiguity, with a predominantly text-based interface unfolding engaging story. The Executioner promises a dark and unsettling atmosphere",83.44,"[{'label': 'entailment', 'score': 0.8343775272369385}, {'label': 'neutral', 'score': 0.14858779311180115}, {'label': 'contradiction', 'score': 0.01703469641506672}]"
739130,The Executioner,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","The Executioner is a dark and unsettling game that invites players to take on the role of a man who tortures people for a living while trying to retain his own sanity. The game is set in a world filled with moral ambiguity, with a predominantly text-based interface unfolding engaging story. The Executioner promises a dark and unsettling atmosphere",0.49,"[{'label': 'neutral', 'score': 0.9913660287857056}, {'label': 'entailment', 'score': 0.004941091872751713}, {'label': 'contradiction', 'score': 0.0036929084453731775}]"
739130,The Executioner,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"The Executioner is a dark and unsettling game that invites players to take on the role of a man who tortures people for a living while trying to retain his own sanity. The game is set in a world filled with moral ambiguity, with a predominantly text-based interface unfolding engaging story. The Executioner promises a dark and unsettling atmosphere",98.52,"[{'label': 'entailment', 'score': 0.9852081537246704}, {'label': 'neutral', 'score': 0.012060342356562614}, {'label': 'contradiction', 'score': 0.0027316005434840918}]"
321980,Hardland,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"The game is a surreal fantasy adventure set in Hardland, a world that reveals itself when you pay attention and piece together its lore. The game offers tens of hours of playtime with more than a hundred unique NPCs, quests from different factions, and thirteen endings. The game is highly non-linear, with complete freedom to explore at your",0.12,"[{'label': 'neutral', 'score': 0.998393714427948}, {'label': 'entailment', 'score': 0.00121425895486027}, {'label': 'contradiction', 'score': 0.0003919588343705982}]"
321980,Hardland,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.

Game: Bounty Hunter: Gain the first rank with the Imps",70.62,"[{'label': 'entailment', 'score': 0.7061554193496704}, {'label': 'neutral', 'score': 0.2693031430244446}, {'label': 'contradiction', 'score': 0.024541422724723816}]"
321980,Hardland,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","1. The game contains elements of the following concept: Example: Karl Rossmann flees from a policeman.

Game: Bounty Hunter: Gain the first rank with the Imps.

Concept: In the year of Our Elder King 1018, an adventurer from Samarkand drifts to Hardland. Now the Elder",0.07,"[{'label': 'neutral', 'score': 0.9969819188117981}, {'label': 'contradiction', 'score': 0.0023377006873488426}, {'label': 'entailment', 'score': 0.0006803963333368301}]"
321980,Hardland,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,The game contains elements of the following concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,99.69,"[{'label': 'entailment', 'score': 0.9969229102134705}, {'label': 'neutral', 'score': 0.0024541120510548353}, {'label': 'contradiction', 'score': 0.0006229781429283321}]"
854570,Pamali: Indonesian Folklore Horror,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: The White Lady | The White Lady | The White Lady | The White Lady | The White Lady | The White Lady | The White Lady | The White Lady | The White Lady | The White Lady | The White Lady | The White Lady | The White Lady | The White",0.3,"[{'label': 'neutral', 'score': 0.981468915939331}, {'label': 'contradiction', 'score': 0.015511369332671165}, {'label': 'entailment', 'score': 0.0030197452288120985}]"
854570,Pamali: Indonesian Folklore Horror,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"Pamali: Indonesian Folklore Horror is a horror game that offers a horror shaped by authentic Indonesian taboos and culture among its own society. In Pamali, your journey is influenced by your choices, because each horror experience is different for everyone. Folklore One: The White Lady A young man named Jaka has just gone back to his homet",1.05,"[{'label': 'neutral', 'score': 0.8386203646659851}, {'label': 'contradiction', 'score': 0.15083247423171997}, {'label': 'entailment', 'score': 0.010547162964940071}]"
854570,Pamali: Indonesian Folklore Horror,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Example: The White Lady | Get Out | Destroyer! | Abort and Abandon | Rest in Peace: The White Lady | Living Together | Unlucky Jaka | Embracing New Power | Hiding is Gold | Overdosed | Fin",0.05,"[{'label': 'neutral', 'score': 0.9923191666603088}, {'label': 'contradiction', 'score': 0.007167522329837084}, {'label': 'entailment', 'score': 0.0005132487858645618}]"
854570,Pamali: Indonesian Folklore Horror,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.",96.45,"[{'label': 'entailment', 'score': 0.9645329713821411}, {'label': 'neutral', 'score': 0.031111400574445724}, {'label': 'contradiction', 'score': 0.004355632234364748}]"
668590,Omen Exitio: Plague,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: The game is set in a Victorian London, where the protagonist is a doctor investigating a disease that threatens to exterminate the human race.",0.09,"[{'label': 'neutral', 'score': 0.9862122535705566}, {'label': 'contradiction', 'score': 0.012856511399149895}, {'label': 'entailment', 'score': 0.0009312595357187092}]"
668590,Omen Exitio: Plague,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.

Game: Hidden mound | Homecoming: You finished Chapter One. |",83.11,"[{'label': 'entailment', 'score': 0.8310589790344238}, {'label': 'neutral', 'score': 0.1525212675333023}, {'label': 'contradiction', 'score': 0.01641976647078991}]"
668590,Omen Exitio: Plague,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","The game is a Lovecraftian adventure, inspired by the choose-your-own-adventure gamebooks of the 80s and 90s. The story is entirely yours, with more than 140,000 words, 300+ hand-drawn images, and new original tracks. The game is designed to be played with a",0.11,"[{'label': 'neutral', 'score': 0.9897498488426208}, {'label': 'contradiction', 'score': 0.009130890481173992}, {'label': 'entailment', 'score': 0.0011193136451765895}]"
668590,Omen Exitio: Plague,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,"The game is a Lovecraftian adventure, inspired by the choose-your-own-adventure gamebooks of the 80s and 90s. The game is set in Zanzibar, 1896, and the protagonist is a military doctor who is trying to forget the loss of his wife Helen. The game has multiple ways to overcome the",4.11,"[{'label': 'neutral', 'score': 0.9490185976028442}, {'label': 'entailment', 'score': 0.04108428955078125}, {'label': 'contradiction', 'score': 0.009897099807858467}]"
460430,The Letter - Horror Visual Novel,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"This game contains elements of the following concept: ""The game is set in a haunted mansion, where the player must make decisions that affect the story's outcome.""",26.23,"[{'label': 'contradiction', 'score': 0.45390504598617554}, {'label': 'neutral', 'score': 0.28383612632751465}, {'label': 'entailment', 'score': 0.2622588276863098}]"
460430,The Letter - Horror Visual Novel,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,This game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,99.52,"[{'label': 'entailment', 'score': 0.9952431321144104}, {'label': 'neutral', 'score': 0.003427559044212103}, {'label': 'contradiction', 'score': 0.001329275663010776}]"
460430,The Letter - Horror Visual Novel,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.",The game contains elements of the following concept: Example: The game contains elements of the following concept: The game contains elements of the following concept: The game contains elements of the following concept: The game contains elements of the following concept: The game contains elements of the following concept: The game contains elements of the following concept: The game contains elements of the following concept: The game contains elements of the,0.06,"[{'label': 'neutral', 'score': 0.9962661862373352}, {'label': 'contradiction', 'score': 0.0031607914716005325}, {'label': 'entailment', 'score': 0.0005730726988986135}]"
460430,The Letter - Horror Visual Novel,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,This game contains elements of the following concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,99.71,"[{'label': 'entailment', 'score': 0.9970683455467224}, {'label': 'neutral', 'score': 0.002240227535367012}, {'label': 'contradiction', 'score': 0.0006913985125720501}]"
460960,The Deed: Dynasty,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,The game contains elements of the following concept: Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,99.38,"[{'label': 'entailment', 'score': 0.9937693476676941}, {'label': 'neutral', 'score': 0.004963316954672337}, {'label': 'contradiction', 'score': 0.001267333747819066}]"
460960,The Deed: Dynasty,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,The game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,99.47,"[{'label': 'entailment', 'score': 0.994743824005127}, {'label': 'neutral', 'score': 0.0037971839774399996}, {'label': 'contradiction', 'score': 0.0014590108767151833}]"
460960,The Deed: Dynasty,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","The game contains elements of the following concept: The game contains elements of the following concept:

Concept: Example: The Game of Thrones: The game of thrones is a game of intrigue, betrayal, and power struggles. The game is played by a group of noble families, each with their own agendas and alliances. The game is played",0.11,"[{'label': 'neutral', 'score': 0.9983401298522949}, {'label': 'entailment', 'score': 0.0010879262117668986}, {'label': 'contradiction', 'score': 0.0005719493492506444}]"
460960,The Deed: Dynasty,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,The game contains elements of the following concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,99.69,"[{'label': 'entailment', 'score': 0.9969229102134705}, {'label': 'neutral', 'score': 0.0024541120510548353}, {'label': 'contradiction', 'score': 0.0006229781429283321}]"
334230,Town of Salem,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"""You are a master of the game Town of Salem. You have successfully completed 10 games, and have won 5 games. You have successfully executed 10 people, and have not been killed. You have successfully healed 10 people, and have not been injured. You have successfully forged a will, and have not been killed. You have successfully forged a",0.14,"[{'label': 'contradiction', 'score': 0.9370611310005188}, {'label': 'neutral', 'score': 0.061524055898189545}, {'label': 'entailment', 'score': 0.0014148004120215774}]"
334230,Town of Salem,krauss_2_kontrast,Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process.,The game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that prevent reading from being a purely passive process. The game contains elements of the following concept: Not only cloudy spots prompt the reader to interpret actively. Even seemingly clear passages trigger top-down effects that,98.94,"[{'label': 'entailment', 'score': 0.9894188046455383}, {'label': 'neutral', 'score': 0.009295973926782608}, {'label': 'contradiction', 'score': 0.0012853193329647183}]"
334230,Town of Salem,krauss_3_beispiel_rossmann,"Example: Karl Rossmann flees from a policeman. Although the scene appears clearly described, contradictory details – like his 'too high, time-consuming, and useless jumps' – leave room for interpretation.","""The game contains elements of the following concept: Successfully watch someone at night. Successfully investigate someone. Successfully execute someone. Successfully execute someone. Successfully execute someone. Successfully execute someone. Successfully execute someone. Successfully execute someone. Successfully execute someone. Successfully execute someone. Successfully execute someone. Successfully execute someone. Successfully execute someone. Successfully execute",0.03,"[{'label': 'neutral', 'score': 0.9940156936645508}, {'label': 'contradiction', 'score': 0.005641834810376167}, {'label': 'entailment', 'score': 0.00034246392897330225}]"
334230,Town of Salem,krauss_4_schluss,Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,The game contains elements of the following concept: Interpretative openness arises not only from the text itself but also from the textual base or the mental model that forms in the reader's mind – shaped by individual schemas and context.,99.69,"[{'label': 'entailment', 'score': 0.9969229102134705}, {'label': 'neutral', 'score': 0.0024541120510548353}, {'label': 'contradiction', 'score': 0.0006229781429283321}]"
817020,Unholy,krauss_1_definition,Walter Benjamin spoke of 'cloudy spots' in Kafka's texts – indeterminate passages that encourage the reader to actively make connections between the elements of a narrative.,"Does this game contain elements of the following concept? Answer in 1-2 sentences with your reasoning.

Concept: The game is set in a parallel world where the protagonist is a child who disappeared. The player must explore both worlds to find clues, solve puzzles, and decide whether to infiltrate or fight the establishment.",0.03,"[{'label': 'neutral', 'score': 0.9967371821403503}, {'label': 'contradiction', 'score': 0.002997712232172489}, {'label': 'entailment', 'score': 0.00026503796107135713}]"
